Title,City,Date,Company Name,Salary,Company Website,Source,Job Type,Location,Job Link
Delta One Algo Trading C++ Developer,Bexley,2021-04-11 13:41:25.062957,Credit Suisse,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Delta_One_Algo_Trading_C_Developer.id10365484
.NET Cloud Developer (Enterprise Analytics),Bexley,2021-04-11 13:41:25.063388,Credit Suisse,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-NET_Cloud_Developer_Enterprise_Analytics.id10495222
"IB GTS, eFX Developer eMacro Platform Algo Trading, ASO or VP, London,",Bexley,2021-04-11 13:41:25.064394,Credit Suisse,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-IB_GTS_eFX_Developer_eMacro_Platform_Algo_Trading_ASO_or_VP_London.id10422182
C# Quant Developer (ASO),Bexley,2021-04-11 13:41:25.064823,Credit Suisse,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Quant_Developer_ASO.id10302220
Junior FO Rapid Applications Developer,Bexley,2021-04-11 13:41:25.067281,LunaLogic,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_FO_Rapid_Applications_Developer.id10731651
Software Developer - Ruby,Bexley,2021-04-11 13:41:25.072420,Anson McCade,GBP450 - GBP520 per day,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_Ruby.id10510528
Developer,Bexley,2021-04-11 13:41:25.074296,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer.id09856732
Front End UI Developer,Bexley,2021-04-11 13:41:25.074723,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_UI_Developer.id09773136
Analyst Developer,Bexley,2021-04-11 13:41:25.079362,Schroders Investment Management,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Analyst_Developer.id10466072
Java Developer,Bexley,2021-04-11 13:41:25.079937,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10710231
Quant Developer – Quantitative Investment Strategies,Bexley,2021-04-11 13:41:25.080224,Macquarie Group,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_%E2%80%93_Quantitative_Investment_Strategies.id10710234
Software Developer - Blockchain,Bexley,2021-04-11 13:41:25.082167,City Wharf Financial Recruitment,Highly Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_Blockchain.id10729944
Java Developer,Bexley,2021-04-11 13:41:25.093791,Goodman Masson,GBP550 - GBP650 per day,Not Available,efinancialcareers.co.uk,"Temporary, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id09954804
Solutions Architect / Application Developer,Bexley,2021-04-11 13:41:25.095954,Goodman Masson,GBP70000 - GBP75000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Solutions_Architect__Application_Developer.id09722903
Junior Actuarial Systems Developer - Innovations programmer,Bexley,2021-04-11 13:41:25.103403,Goodman Masson,GBP32000 - GBP45000 per annum + bonus and benefits,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_Actuarial_Systems_Developer_-_Innovations_programmer.id08734112
Junior Quant/Quant Developer (PhD level),Bexley,2021-04-11 13:41:25.112309,Anson McCade,perfomance based bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_QuantQuant_Developer_PhD_level.id10146216
Software Developer (Python),Bexley,2021-04-11 13:41:25.114346,Anson McCade,Negotiable,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_Python.id10555662
Java Developer - Hedge Fund,Bexley,2021-04-11 13:41:25.114634,Fourier Ltd,"£200,000 - £500,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Hedge_Fund.id10727895
Java Developer - Proprietary Trading,Bexley,2021-04-11 13:41:25.115216,Fourier Ltd,"£200,000 - £500,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Proprietary_Trading.id10727942
FullStack Developer,Bexley,2021-04-11 13:41:25.116789,TEKsystems,GBP550 - GBP750 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FullStack_Developer.id10728359
Java Developer - Systematic Market Making,Bexley,2021-04-11 13:41:25.118545,Fourier Ltd,"£100,000 - £200,000 + Bonus",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer_-_Systematic_Market_Making.id10580374
C# Python Developer – Pricing and Risk Analytics,Bexley,2021-04-11 13:41:25.118833,Fourier Ltd,"150,000 - 350,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Python_Developer_%E2%80%93_Pricing_and_Risk_Analytics.id10580382
Desk Developer – Enterprise Technology,Bexley,2021-04-11 13:41:25.119024,Fourier Ltd,"150,000 - 350,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Desk_Developer_%E2%80%93_Enterprise_Technology.id10580384
Front Office Quant Analyst/Developer,Bexley,2021-04-11 13:41:25.119338,Fourier Ltd,"£60,000 - £150,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Quant_AnalystDeveloper.id09995455
Quant KDB developer,Bexley,2021-04-11 13:41:25.119481,Fourier Ltd,"£85,000 - £140,000 + Bonus and benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_KDB_developer.id09995458
Python Quant Developer,Bexley,2021-04-11 13:41:25.119769,Fourier Ltd,"80,000 - 140,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id09996036
Senior Python Developer,Bexley,2021-04-11 13:41:25.120199,Fourier Ltd,"70,000 - 100,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Developer.id09996844
Python Developer,Bexley,2021-04-11 13:41:25.120635,Fourier Ltd,"£80,000 - £130,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id09997318
Senior Python Developer,Bexley,2021-04-11 13:41:25.120777,Fourier Ltd,"80,000 - 140,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Developer.id09997439
Python Quant Developer,Bexley,2021-04-11 13:41:25.121208,Fourier Ltd,"150,000 - 250,000 + bonus & benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Quant_Developer.id09997909
Buy-side KDB developer,Bexley,2021-04-11 13:41:25.121374,Fourier Ltd,"£150,000upwards + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Buy-side_KDB_developer.id09998699
Lead Web Developer,Bexley,2021-04-11 13:41:25.123254,Fourier Ltd,"£70,000 - £150,000 + Bonus + Benefits",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Web_Developer.id09541664
Lead Developer - JavaScript / React,Bexley,2021-04-11 13:41:25.123537,Fourier Ltd,"£150,000 - £250,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Developer_-_JavaScript__React.id09881322
Developer - Hedge Fund - Building highly scalable solutions from scratch,Bexley,2021-04-11 13:41:25.129328,Attribution Search,competitive base + bonus,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer_-_Hedge_Fund_-_Building_highly_scalable_solutions_from_scratch.id10680932
Lead ETL Developer | Outside IR35,Bexley,2021-04-11 13:41:25.132569,Arthur Financial,£500 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_ETL_Developer__Outside_IR35.id10725859
Low Level C++ Software Developer - London- Innovative Algo Trading,Bexley,2021-04-11 13:41:25.141288,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Low_Level_C_Software_Developer_-_London-_Innovative_Algo_Trading.id10281315
Senior Market Data Developer (C++)- Award-Winning Data & Analytics,Bexley,2021-04-11 13:41:25.142005,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Market_Data_Developer_C-_Award-Winning_Data__Analytics.id10385763
Quantitative Developer- Global Quant Firm,Bexley,2021-04-11 13:41:25.142150,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer-_Global_Quant_Firm.id10401643
Lead Developer (Java/Web/C#/.NET) - London- Leading Technology Consultancy,Bexley,2021-04-11 13:41:25.142582,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Lead_Developer_JavaWebCNET_-_London-_Leading_Technology_Consultancy.id10466455
Data Developer (Python)- Prop Market Maker,Bexley,2021-04-11 13:41:25.142727,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Data_Developer_Python-_Prop_Market_Maker.id10473821
AI Start-Up // Frontend Developer (Angular)- Angular | ES6 | Typescript | Nodejs,Bexley,2021-04-11 13:41:25.143161,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-AI_Start-Up__Frontend_Developer_Angular-_Angular__ES6__Typescript__Nodejs.id10503138
C# Software Developer - 4-month CONTRACT- Alternative Asset Manager,Bexley,2021-04-11 13:41:25.143449,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_Developer_-_4-month_CONTRACT-_Alternative_Asset_Manager.id10640728
Quant Developer- Market-Leading Hedge Fund,Bexley,2021-04-11 13:41:25.144169,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer-_Market-Leading_Hedge_Fund.id10495324
Software Developer (Core)- Award-Winning Software Start-Up,Bexley,2021-04-11 13:41:25.144454,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_Core-_Award-Winning_Software_Start-Up.id10495326
Java Developer- Fintech Start-Up,Bexley,2021-04-11 13:41:25.145082,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer-_Fintech_Start-Up.id10495328
C# Developer - London- C# | .NET | SQL | Hedge Fund | Asset Management,Bexley,2021-04-11 13:41:25.145438,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Developer_-_London-_C__NET__SQL__Hedge_Fund__Asset_Management.id10495329
JavaScript Developer - Core Engineering - London- React | ES6+ JavaScript | Redux | TypeScript | Agile,Bexley,2021-04-11 13:41:25.145882,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-JavaScript_Developer_-_Core_Engineering_-_London-_React__ES6_JavaScript__Redux__TypeScript__Agile.id10252587
Research Technology Developer- Leading Quant-Driven Market-Maker,Bexley,2021-04-11 13:41:25.146744,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Research_Technology_Developer-_Leading_Quant-Driven_Market-Maker.id10495295
Quantitative Developer (Python)- Global Quant Firm,Bexley,2021-04-11 13:41:25.147030,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_Python-_Global_Quant_Firm.id10495296
C++ Low-Latency/Algo Developer- Leading Quant-Driven Market-Maker,Bexley,2021-04-11 13:41:25.147322,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Low-LatencyAlgo_Developer-_Leading_Quant-Driven_Market-Maker.id10495299
C++/FPGA Developer- Leading Quant Firm,Bexley,2021-04-11 13:41:25.147772,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-CFPGA_Developer-_Leading_Quant_Firm.id10495302
Trading System Developer (Java)- Leading Quant-Driven Market-Maker,Bexley,2021-04-11 13:41:25.148202,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Trading_System_Developer_Java-_Leading_Quant-Driven_Market-Maker.id10495310
FPGA Developer - London / Dublin / Sydney / Hong Kong- Market Maker,Bexley,2021-04-11 13:41:25.148491,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-FPGA_Developer_-_London__Dublin__Sydney__Hong_Kong-_Market_Maker.id10495270
Python Developer- Rapidly Expanding Fintech,Bexley,2021-04-11 13:41:25.148633,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer-_Rapidly_Expanding_Fintech.id10495271
C# Quant Developer- Leading Investment Manager,Bexley,2021-04-11 13:41:25.148775,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Quant_Developer-_Leading_Investment_Manager.id10495272
C++ Software Developer - ultra-low-latency HFT- Electronic Market Making,Bexley,2021-04-11 13:41:25.149205,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Software_Developer_-_ultra-low-latency_HFT-_Electronic_Market_Making.id10495275
Quantitative Developer - London- Prop Market Maker,Bexley,2021-04-11 13:41:25.149647,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_-_London-_Prop_Market_Maker.id10495278
Quantitative Developer (C++)- Prop Market Maker,Bexley,2021-04-11 13:41:25.149789,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_C-_Prop_Market_Maker.id10495279
Quant Developer - Market-Leading Compensation- Tech-Driven Hedge Fund,Bexley,2021-04-11 13:41:25.150225,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_-_Market-Leading_Compensation-_Tech-Driven_Hedge_Fund.id10495283
Quant Developer (C#) - London- Capital Management Fund,Bexley,2021-04-11 13:41:25.150987,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quant_Developer_C_-_London-_Capital_Management_Fund.id10495245
Software Developer - London- Alternative Investment Fund Manager,Bexley,2021-04-11 13:41:25.151132,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_-_London-_Alternative_Investment_Fund_Manager.id10495246
Full Stack Java Developer - London- Systematic Hedge Fund,Bexley,2021-04-11 13:41:25.151572,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Java_Developer_-_London-_Systematic_Hedge_Fund.id10495249
Python Developer - City of London- Growing Fintech,Bexley,2021-04-11 13:41:25.151739,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer_-_City_of_London-_Growing_Fintech.id10495250
Front End Developer- Start-Up | London,Bexley,2021-04-11 13:41:25.152175,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_End_Developer-_Start-Up__London.id10495255
Software Developer (Any OO)- Leading Fund | London,Bexley,2021-04-11 13:41:25.152321,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Software_Developer_Any_OO-_Leading_Fund__London.id10495256
Junior C# Developer- Leading UK Investment Bank,Bexley,2021-04-11 13:41:25.152466,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Junior_C_Developer-_Leading_UK_Investment_Bank.id10495257
C++ Trading Systems Developer - London- Prop Trading Systematic Fund,Bexley,2021-04-11 13:41:25.152610,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Trading_Systems_Developer_-_London-_Prop_Trading_Systematic_Fund.id10495258
Senior Backend Developer- Fintech Start-Up,Bexley,2021-04-11 13:41:25.152751,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Backend_Developer-_Fintech_Start-Up.id10495260
Core Developer- Award-Winning Fintech,Bexley,2021-04-11 13:41:25.152895,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Core_Developer-_Award-Winning_Fintech.id10495261
Principal Full-Stack Developer,Bexley,2021-04-11 13:41:25.153631,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Full-Stack_Developer.id10612452
Senior Full Stack Developer - Microservices | .Net | Azure- Thriving Fintech Start-Up,Bexley,2021-04-11 13:41:25.154656,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Full_Stack_Developer_-_Microservices__Net__Azure-_Thriving_Fintech_Start-Up.id10495232
Strong C++ Developer - Top Trading Team- International Algo Trading,Bexley,2021-04-11 13:41:25.154800,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Strong_C_Developer_-_Top_Trading_Team-_International_Algo_Trading.id10495233
Java Developer- Small Investment Bank,Bexley,2021-04-11 13:41:25.154944,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer-_Small_Investment_Bank.id10495236
Full Stack Developer - London- Investment Management Firm,Bexley,2021-04-11 13:41:25.155229,Oxford Knight,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Full_Stack_Developer_-_London-_Investment_Management_Firm.id10495238
"Quantitative Developer - $15Bn+ Global Hedge Fund, London",Bexley,2021-04-11 13:41:25.159114,Paragon Executive,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Quantitative_Developer_-_15Bn_Global_Hedge_Fund_London.id10488233
"JavaScript, Angular, Web UI developer",Bexley,2021-04-11 13:41:25.162422,Optimus E2E,"70,000 - 120,000",Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-JavaScript_Angular_Web_UI_developer.id08470911
Front Office Developer (Java),Bexley,2021-04-11 13:41:25.164570,Alexander Mann Solutions (Contingent),Competitive,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Developer_Java.id10723019
Senior/Lead Developer -Java and/or Python - 6 mth FTC -London,Bexley,2021-04-11 13:41:25.167593,McCabe & Barton,£80-110k (pro rata) + 20% bonus + bens,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-SeniorLead_Developer_-Java_andor_Python_-_6_mth_FTC_-London.id09726768
Python Developer,Bexley,2021-04-11 13:41:25.168602,Huxley Banking & Financial Services,Negotiable,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10721404
C# .Net Developer,Bexley,2021-04-11 13:41:25.170043,TEKsystems,GBP650 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Net_Developer.id10720765
RAD Developer,Bexley,2021-04-11 13:41:25.171679,TEKsystems,GBP600 - GBP700 per day,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-RAD_Developer.id10721134
UI Developer (Investment Banking),Bexley,2021-04-11 13:41:25.172825,Alexander Mann Solutions (Contingent),Negotiable,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-UI_Developer_Investment_Banking.id10720510
Front Office Developer,Bexley,2021-04-11 13:41:25.173416,Hays Financial Markets,GBP90000.00 - GBP120000.00 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Front_Office_Developer.id10720521
Developer / Programmer Contract,Bexley,2021-04-11 13:41:25.185062,Logan Sinclair,Negotiable,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Developer__Programmer_Contract.id09881093
e-STIR Strat (Quant Developer),Bexley,2021-04-11 13:41:25.189558,UBS,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-e-STIR_Strat_Quant_Developer.id10681675
Scala Developer - Risk IT,Bexley,2021-04-11 13:41:25.193032,iKas International,GBP700 - GBP800 per day + Inside IR35,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Scala_Developer_-_Risk_IT.id10718244
"Principal, Server-Side Developer (Solace, JavaScript, FX, Core Java)",Bexley,2021-04-11 13:41:25.200561,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Server-Side_Developer_Solace_JavaScript_FX_Core_Java.id10566431
"Principal, Server-Side Developer (Core Java, *nix scripting, SQL)",Bexley,2021-04-11 13:41:25.200847,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Server-Side_Developer_Core_Java_nix_scripting_SQL.id10566433
"Principal, Full Stack Developer (FX, Core Java, SQL, Node.js, JavaScript)",Bexley,2021-04-11 13:41:25.200989,BNY  Mellon,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Principal_Full_Stack_Developer_FX_Core_Java_SQL_Nodejs_JavaScript.id10566428
eTrading - Core Java Developer - Permanent,Bexley,2021-04-11 13:41:25.203179,McCabe & Barton,Competitive Dependant on Experience,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-eTrading_-_Core_Java_Developer_-_Permanent.id09982776
Python Developer,Bexley,2021-04-11 13:41:25.207357,UBS,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Python_Developer.id10679181
Senior Python Quant Developer,Bexley,2021-04-11 13:41:25.207937,Schroders Investment Management,Competitive,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Senior_Python_Quant_Developer.id10673530
Java Developer,Bexley,2021-04-11 13:41:25.209901,Goodman Masson,GBP65000 - GBP115000 per annum,Not Available,efinancialcareers.co.uk,"Permanent, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-Java_Developer.id10716111
C# Fullstack xVA / Risk Developer – Investment Banking,Bexley,2021-04-11 13:41:25.211176,Adlam Consulting Ltd,600 - 880 per day,Not Available,efinancialcareers.co.uk,"Contract, Full time","London, United Kingdom",https://www.efinancialcareers.co.uk/jobs-UK-London-C_Fullstack_xVA__Risk_Developer_%E2%80%93_Investment_Banking.id10716341
